"lang"
{
	"Language"	"Russian"
"DOTA_Tooltip_ability_item_mystic_blade_custom_Note1"							"Призрачные юниты получают на 40% больше магического урона"

"DOTA_Tooltip_Ability_item_weapon_shakal"										"Шакал"
"DOTA_Tooltip_ability_item_weapon_shakal_Description"							"<h1>Активируемая: Выстрел</h1>Выстреливает в выбранную цель. Выстрел наносит %damage% магического урона + %damage_percent%%% от макс. здоровья цели, отключает ее пассивные способности и замедляет на %slow%%%. Длительность эффекта %debuff_duration% сек.<br><br>Если цель находится далеко, то получает %bonus_damage_distance% дополнительного урона за каждые %bonus_damage_length% едениц расстояния от места выстрела<br><br>Выстрел также восстанавливает %damage_lifesteal%%% здоровья от нанесенного урона\n<h1>Пассивная: Дополнительный выстрел</h1>После применения любой способности, с шансом %chance%%% Шакал выстреливает в ближайшую цель в радиусе %chance_radius%. Выстрел наносит %passive_damage% магического урона + %passive_damage_percent%%% от макс. здоровья цели, отключает ее пассивные способности и замедляет на %slow%%%. Длительность эффекта %debuff_duration% сек.<br><br>Если цель находится далеко, то получает %passive_bonus_damage_distance% дополнительного урона за каждые %passive_bonus_damage_length% едениц расстояния от места выстрела<br><br>Выстрел также восстанавливает %passive_damage_lifesteal%%% здоровья от нанесенного урона<br>Перезарядка %chance_cooldown% сек."
"DOTA_Tooltip_ability_item_weapon_shakal_bonus_attributes"						"+$all"
"DOTA_Tooltip_ability_item_weapon_shakal_spell_lifesteal"						"%+$spell_lifesteal"
"DOTA_Tooltip_ability_item_weapon_shakal_Lore"									"Данный предмет создан благодаря <font color='#fffc00'>Happy</font>"
"DOTA_Tooltip_ability_item_weapon_shakal_Note0"									"Имеет общее время перезарядки с Dagon"

"DOTA_Tooltip_modifier_item_weapon_shakal_debuff"							    "Шакал"
"DOTA_Tooltip_modifier_item_weapon_shakal_debuff_Description"					"Отключены пассивные способности и скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

"DOTA_Tooltip_Ability_item_refresher_custom"           							"Refresher Orb"
"DOTA_Tooltip_ability_item_refresher_custom_Description"                 		"<h1>Активное: Reset</h1> Сбрасывает перезарядку всех предметов и способностей."
"DOTA_Tooltip_ability_item_refresher_custom_Lore"                        		"Могущественный артефакт созданный для магов."
"DOTA_Tooltip_ability_item_refresher_custom_bonus_health_regen"          		"+$hp_regen"
"DOTA_Tooltip_ability_item_refresher_custom_bonus_mana_regen"               	"+$mana_regen"
"DOTA_Tooltip_ability_item_refresher_custom_damage"               				"+$damage"

"DOTA_Tooltip_Ability_item_refresher_shard_custom"           					"Refresher Shard"
"DOTA_Tooltip_ability_item_refresher_shard_custom_Description"                 	"<h1>Активное: Reset</h1> Сбрасывает перезарядку всех предметов и способностей.<br><br>Пропадает после использования"

//=================================================================================================================
// Боссы
//=================================================================================================================

"DOTA_Tooltip_ability_terror_ability"	 "Reflection"
"DOTA_Tooltip_ability_terror_ability_Description"	 "LolBlade создает неуязвимых темных двойников всех вражеских героев, находящихся рядом. Каждый двойник атакует цель. Длительность двойников 3 сек."

"DOTA_Tooltip_ability_quill_spray_boss"	 						"Шипы"
"DOTA_Tooltip_ability_quill_spray_boss_Description"	 			"BristleKEK переодически выпускает шипы, которые наносят урон врагам поблизости. Чем больше шипов, тем больше урона получает противник"
"DOTA_Tooltip_ability_quill_spray_boss_quill_base_damage"	 	"УРОН ЗА СТАК:"
"DOTA_Tooltip_ability_quill_spray_boss_max_damage"	 			"МАКСИМАЛЬНЫЙ УРОН:"

"DOTA_Tooltip_modifier_quill_spray_boss_debuff"	"Шипы"
"DOTA_Tooltip_modifier_quill_spray_boss_debuff_Description"	""


//=================================================================================================================
// Герои
//=================================================================================================================

//=================================================================================================================
// Huskar | Букин | Bukin
//=================================================================================================================

"npc_dota_hero_huskar" 	"Букин"

"DOTA_Tooltip_ability_Bukin_HatTrickLeatherBall"							"Хет трик кожаный мяч"
"DOTA_Tooltip_ability_Bukin_HatTrickLeatherBall_Description"				"Букин пинает мяч в указанную точку. Если мяч касается противника, то он получает урон и оглушение, а после некоторое время не может атаковать"
"DOTA_Tooltip_ability_Bukin_HatTrickLeatherBall_knockback_duration" 		"ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
"DOTA_Tooltip_ability_Bukin_HatTrickLeatherBall_damage" 					"УРОН:"
"DOTA_Tooltip_ability_Bukin_HatTrickLeatherBall_duration" 					"ДЛИТЕЛЬНОСТЬ РАЗОРУЖЕНИЯ:"
"DOTA_Tooltip_ability_Bukin_HatTrickLeatherBall_lore"						"Данный герой создан благодаря <font color='#fffc00'>Lord of mediocrities</font>"
"DOTA_Tooltip_ability_Bukin_HatTrickLeatherBall_scepter_description" 		"Мяч оставляет за собой огонь, который наносит %fire_damage_scepter% урона в сек. Длительность огня %fire_duration_scepter% сек."

"DOTA_Tooltip_modifier_Bukin_HatTrickLeatherBall_debuff"					"Хет трик кожаный мяч"
"DOTA_Tooltip_modifier_Bukin_HatTrickLeatherBall_debuff_description"		"Оглушен"

"DOTA_Tooltip_ability_Bukin_Spears"											"Копья"
"DOTA_Tooltip_ability_Bukin_Spears_Description"								"После очередного маскарадного мальчишника Букин находит тележку с копьями и стремится сжигать своих врагов. Копья наносят периодический урон. Дополнительный урон складывается с несколькими атаками"
"DOTA_Tooltip_ability_Bukin_Spears_damage" 									"УРОН:"
"DOTA_Tooltip_ability_Bukin_Spears_duration" 								"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_Bukin_Spears_health_cost" 							"ПОЛУЧАЕМЫЙ УРОН:"
"DOTA_Tooltip_ability_Bukin_Spears_lore"									"Данный герой создан благодаря <font color='#fffc00'>Lord of mediocrities</font>"
"DOTA_Tooltip_ability_Bukin_Spears_shard_description"						"Cтановится активной. На %duration_shard% сек. каждый удар накладывает %multiple_shard% эффекта способности"

"DOTA_Tooltip_modifier_Bukin_Spears_debuff"									"Копья"
"DOTA_Tooltip_modifier_Bukin_Spears_debuff_Description"						"Вы горите, получая урон"

"DOTA_Tooltip_ability_Bukin_Rage"											"Психованность"
"DOTA_Tooltip_ability_Bukin_Rage_Description"								"Гена пересмотрел передачу Папа Псих и при получении урона увеличивает свою психованность в зависимости от количества недостающего здоровья"
"DOTA_Tooltip_ability_Bukin_Rage_attack_speed_bonus_per_stack"				"ДОП. СКОРОСТЬ АТАКИ ЗА КАЖДЫЙ ЭФФЕКТ:"
"DOTA_Tooltip_ability_Bukin_Rage_movespeed"									"ДОП. СКОРОСТЬ ПЕРЕДВИЖЕНИЯ ЗА КАЖДЫЙ ЭФФЕКТ:"
"DOTA_Tooltip_ability_Bukin_Rage_lifesteal"									"%ВАМПИРИЗМ ЗА КАЖДЫЙ ЭФФЕКТ:"
"DOTA_Tooltip_ability_Bukin_Rage_lore"										"Данный герой создан благодаря <font color='#fffc00'>Lord of mediocrities</font>"

"DOTA_Tooltip_modifier_Bukin_Rage"											"Уровень психованности"

"DOTA_Tooltip_ability_bukin_clubnogirls"									"Клуб без баб"
"DOTA_Tooltip_ability_bukin_clubnogirls_Description"						"Букин приглашает собраться клубом в круг. Друзья атакуют каждого противника в радиусе атаки Букина"
"DOTA_Tooltip_ability_bukin_clubnogirls_radius"								"РАДИУС:"
"DOTA_Tooltip_ability_bukin_clubnogirls_duration"							"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_bukin_clubnogirls_count"								"КОЛ-ВО ДРУЗЕЙ:"
"DOTA_Tooltip_ability_bukin_clubnogirls_damage"								"%УРОН ДРУЗЕЙ ОТ БУКИНА:"
"DOTA_Tooltip_ability_bukin_clubnogirls_lore"								"Данный герой создан благодаря <font color='#fffc00'>Lord of mediocrities</font>"

"DOTA_Tooltip_modifier_Bukin_Spears_shard"									"Больше огня"
"DOTA_Tooltip_modifier_Bukin_Spears_shard_Description"						"Копья накладывают двойной эффект"
